time_index	season	holiday	workingday	weather	temp	atemp	humidity	windspeed	casual	registered	count
443	Su	0	1	1	16.1	19.2	86	16.9979	3	4	7
444	Su	0	1	1	26	30.1	60	26.0027	470	709	1179
445	Su	0	1	1	27.4	32.4	87	31.0009	23	74	97
446	Su	0	1	2	30.9	35.7	96	32.9975	27	43	70
447	Su	0	1	1	30.6	35.2	51	35.0008	1220	2128	3348
448	Su	0	1	1	29.9	33	42	40.9973	385	821	1206
449	Su	0	1	1	28.6	33.3	86	31.0009	24	56	80
451	Su	0	1	3	24.6	28.8	58	27.9993	8	12	20
452	Su	0	1	2	23.2	25.6	94	22.0028	1	24	25
453	Su	0	1	3	17.6	20.9	72	19.9995	1	13	14
454	Su	0	1	3	17.5	20.3	89	39.0007	7	11	18
455	Su	0	1	2	13.7	17.3	82	26.0027	3	5	8
456	Su	0	1	1	14.4	18	69	19.9995	666	1258	1924
458	Su	0	1	1	13.7	16.8	79	15.0013	2	8	10
459	Su	0	1	1	14.6	15.9	59	16.9979	2	88	90
460	Su	0	1	1	17.6	22	66	16.9979	298	488	786
461	Su	0	1	1	23.1	26.9	61	30.0026	55	88	143
462	Su	0	1	1	17.9	20.7	94	19.0012	6	106	112
463	Su	0	1	1	14.5	16.9	59	12.998	1	3	4
464	Su	0	1	1	11.2	15.8	48	15.0013	2	19	21
466	Su	0	1	2	16.4	19	88	12.998	66	127	193
467	Su	0	1	2	14.6	18	96	15.0013	19	37	56
468	Su	0	1	2	14.4	15.9	60	8.9981	6	14	20
469	Su	0	1	3	14.7	18.7	68	11.0014	6	9	15
470	Su	0	1	2	18.1	22.9	88	26.0027	4	13	17
471	Su	0	1	3	15.8	18.2	56	15.0013	2	6	8
472	Su	0	1	2	12.7	15.9	72	16.9979	1	2	3
473	Su	0	1	3	13.3	16.1	40	16.9979	8	18	26
474	Su	0	1	3	11.8	14.2	77	27.9993	3	20	23
475	Su	0	1	2	12.4	14.2	68	22.0028	36	105	141
476	Su	0	0	2	12.8	14.1	19	15.0013	5	23	28
477	Su	0	0	3	10.8	14.1	63	16.9979	1	22	23
478	Su	0	0	2	11.7	14.5	76	11.0014	8	91	99
479	Su	0	0	2	15.2	19	97	7.0015	116	1168	1284
480	Su	0	0	2	14.7	18.1	93	0	39	358	397
481	Su	0	0	2	15.6	17.9	65	0	4	53	57
482	Su	0	0	2	15.8	17.2	63	0	3	5	8
483	Su	0	0	2	17.5	22	84	0	63	226	289
484	Su	0	0	2	15.2	17.4	59	6.0032	96	414	510
485	Su	0	0	2	17.2	21	63	7.0015	413	710	1123
486	Su	0	0	2	16.3	18.7	80	11.0014	339	894	1233
487	Su	0	0	2	14.9	18.1	54	8.9981	5	13	18
488	Su	0	0	2	14.9	15.6	58	7.0015	0	1	1
490	Su	0	0	2	16.4	18.5	67	8.9981	142	917	1059
491	Su	0	0	2	16.7	21.1	97	8.9981	35	667	702
493	Su	0	0	1	16	20.2	58	12.998	42	102	144
494	Su	0	1	1	20.4	24.4	80	19.0012	2	15	17
495	Su	0	1	2	27.6	33.3	81	27.9993	28	150	178
496	Su	0	1	1	30.5	35.6	56	26.0027	4	100	104
497	Su	0	1	3	24.4	27.6	71	0	287	846	1133
498	Su	0	1	2	24.2	27.6	44	7.0015	9	49	58
499	Su	0	1	2	22.2	24.8	84	19.0012	0	2	2
500	Su	0	1	2	21	23.2	69	35.0008	16	42	58
501	Su	0	1	3	19.7	22.4	84	15.0013	43	221	264
502	Su	0	1	2	16.3	20.4	50	19.0012	3	11	14
503	Su	0	1	2	17.7	20.2	32	19.9995	5	30	35
504	Su	0	1	3	14.6	17	85	19.9995	1	1	2
505	Su	0	1	3	18.8	23.7	75	22.0028	0	2	2
506	Su	0	1	3	14.9	18.9	73	15.0013	23	353	376
507	Su	0	1	3	12.2	15.9	79	15.0013	2	62	64
508	Su	0	1	3	15.6	18.7	61	12.998	108	232	340
510	Su	0	1	3	17.3	20.8	68	16.9979	12	127	139
511	Su	0	1	1	19.6	21.7	51	19.0012	0	111	111
512	Su	0	1	1	19.6	24.1	65	19.9995	101	418	519
514	Su	0	1	1	16.3	19.9	50	8.9981	188	645	833
515	Su	0	1	1	15.4	18.6	51	0	9	15	24
516	Su	0	1	1	21.8	24.5	68	11.0014	7	26	33
517	Su	0	1	1	21.4	23.9	73	8.9981	2	18	20
518	Su	0	1	1	22.8	26.1	39	15.0013	411	1121	1532
521	Su	0	1	1	20.1	23.6	62	8.9981	283	2111	2394
522	Su	0	1	1	17.9	19.4	64	7.0015	25	288	313
523	Su	1	0	1	16	20	57	0	6	30	36
524	Su	1	0	1	13.5	14.7	64	6.0032	27	56	83
525	Su	1	0	1	21.7	26.1	86	12.998	31	88	119
526	Su	1	0	1	21.6	26.9	61	16.9979	192	459	651
527	Su	1	0	1	22.6	27.6	61	30.0026	21	38	59
528	Su	1	0	2	22.8	24.7	54	26.0027	126	227	353
529	Su	0	0	2	14.8	19.6	44	19.0012	1	3	4
530	Su	0	0	2	15.2	18	69	8.9981	22	215	237
531	Su	0	0	2	15.8	17.1	59	19.0012	0	5	5
532	Su	0	0	3	16.4	19.6	47	22.0028	1	1	2
533	Su	0	0	2	16.6	19.8	94	27.9993	20	49	69
534	Su	0	0	3	15.1	18.9	64	23.9994	113	180	293
535	Su	0	0	3	16.8	19.1	51	26.0027	3	5	8
536	Su	0	0	2	18.2	21	40	39.0007	82	444	526
537	Su	0	0	3	23.7	28	83	39.0007	103	189	292
538	Su	0	0	2	18.9	23.3	38	26.0027	1	7	8
539	Su	0	0	2	20.5	25.8	74	27.9993	2	4	6
540	Su	0	0	3	17.4	20.7	81	15.0013	1	5	6
541	Su	0	0	2	17.6	22.5	48	0	0	11	11
542	Su	0	0	3	17	20.4	88	0	35	191	226
543	Su	0	0	2	19.1	20.8	72	19.0012	143	250	393
544	Su	0	0	2	18.4	21	49	19.0012	3	8	11
545	Su	0	0	1	18.2	22.7	76	12.998	12	27	39
546	Su	0	0	1	16.5	20.5	64	8.9981	159	501	660
547	Su	0	0	1	15	19.1	55	7.0015	4	17	21
548	Su	0	0	1	18.8	22.6	61	27.9993	309	525	834
549	Su	0	0	1	17.4	21.4	67	26.0027	57	178	235
550	Su	0	0	1	22.1	24.2	59	30.0026	91	1137	1228
551	Su	0	0	1	22.6	28.9	81	19.9995	34	89	123
552	Su	0	0	1	21.1	24.6	89	12.998	107	175	282
553	Su	0	0	1	21.9	26.7	78	7.0015	2	26	28
554	Su	0	1	1	18.7	19.2	69	6.0032	1765	3638	5403
555	Su	0	1	1	18.2	22.2	82	8.9981	1	5	6
556	Su	0	1	1	18.1	20.1	75	7.0015	1175	5439	6614
557	Su	0	1	1	17.7	20.1	59	7.0015	1	7	8
558	Su	0	1	1	19.4	22.4	98	0	1	19	20
559	Su	0	1	1	20.1	21.5	42	0	2753	4838	7591
560	Su	0	1	2	22.8	26.3	100	12.998	401	798	1199
561	Su	0	1	2	25	28.6	56	12.998	7	47	54
562	Su	0	1	1	24.8	28.4	61	19.0012	4	224	228
563	Su	0	1	1	20.6	24.4	40	15.0013	13	32	45
564	Su	0	1	1	18.5	23.8	64	15.0013	2	3	5
565	Su	0	1	1	19.2	19.8	84	6.0032	11	77	88
566	Su	0	1	2	19.2	22.4	39	8.9981	55	114	169
567	Su	0	1	2	20.5	24	63	15.0013	29	85	114
569	Su	0	1	1	24.3	27.7	55	7.0015	18	200	218
570	Su	0	1	2	23.6	26.8	80	8.9981	1	7	8
571	Su	0	1	2	19.9	23.7	64	15.0013	1	4	5
572	Su	0	0	1	16.3	19.8	91	6.0032	66	138	204
573	Su	0	0	1	16.4	19.4	33	7.0015	0	2	2
574	Su	0	0	2	15.3	20.4	78	6.0032	2	8	10
575	Su	0	0	2	18.6	20.6	71	8.9981	3	44	47
577	Su	0	0	2	20.8	23.2	49	0	11	31	42
578	Su	0	1	1	19.3	22.6	98	8.9981	18	198	216
579	Su	0	1	1	19.2	22.2	27	8.9981	20	41	61
580	Su	0	1	2	19.5	24	59	15.0013	1	5	6
581	Su	0	1	1	19.6	23.4	72	8.9981	2	3	5
582	Su	0	1	1	18.3	22.3	74	7.0015	28	45	73
583	Su	0	1	1	26.2	29.3	55	15.0013	9	51	60
585	Su	0	1	2	23.8	27.6	58	12.998	11	41	52
586	Su	0	1	2	24.4	26.3	65	8.9981	12	49	61
587	Su	0	1	2	25.1	29.8	63	0	1	65	66
588	Su	0	1	2	23.4	28	66	15.0013	1	6	7
589	Su	0	1	2	24	26.3	87	16.9979	0	2	2
590	Su	0	1	1	19.4	21.9	51	15.0013	4	11	15
591	Su	0	1	1	21.3	25.9	95	8.9981	3	36	39
592	Su	0	1	2	22.3	26.7	80	19.0012	33	64	97
593	Su	0	1	2	23.8	27.3	60	23.9994	10	108	118
594	Su	0	1	2	29.1	31.7	27	30.0026	177	312	489
595	Su	0	1	1	28.6	33.1	83	27.9993	32	227	259
597	Su	0	1	1	29.1	34.4	90	12.998	66	535	601
598	Su	0	1	2	25.6	29.2	49	30.0026	4	123	127
599	Su	0	1	3	19.2	22.3	66	19.0012	4	16	20
600	Su	0	1	3	20.1	22.4	56	19.0012	1	13	14
601	Su	0	1	3	12.5	15.7	64	26.0027	50	241	291
602	Su	0	1	3	13	16	81	23.9994	6	27	33
603	Su	0	1	3	15.3	16.8	28	23.9994	3	70	73
604	Su	0	1	2	15	18.5	76	19.0012	0	4	4
605	Su	0	1	1	20.7	23.9	42	31.0009	124	210	334
606	Su	0	1	1	15.9	18.4	46	11.0014	2	24	26
607	Su	0	1	1	13.9	16.4	93	15.0013	197	3008	3205
608	Su	0	1	1	12.7	15.2	52	16.9979	29	48	77
609	Su	0	1	1	15.4	16.9	60	16.9979	28	198	226
611	Su	0	1	1	21.8	26.3	50	30.0026	9	16	25
612	Su	0	1	1	21	24.9	78	23.9994	481	2597	3078
615	Su	0	1	1	19.2	22.3	67	11.0014	1	3	4
616	Su	0	1	1	15.7	18.6	58	7.0015	2	4	6
617	Su	0	1	1	14.2	16.3	54	7.0015	0	1	1
618	Su	0	1	1	19.1	22.5	85	19.0012	122	459	581
619	Su	0	1	1	23.3	26.2	59	22.0028	1	3	4
620	Su	0	1	3	21.3	24.9	58	23.9994	2	3	5
621	Su	0	0	1	18	20.8	88	7.0015	7	56	63
622	Su	0	0	1	18.7	21.5	67	7.0015	2	10	12
623	Su	0	0	1	17.2	21.7	58	8.9981	10	26	36
625	Su	0	0	1	21.2	26.1	75	0	10	63	73
626	Su	0	0	1	20	26.1	85	12.998	1	11	12
627	Su	0	0	1	21.5	27.8	48	19.0012	3	20	23
628	Su	0	0	1	25.2	28.9	75	19.9995	224	2265	2489
629	Su	0	0	1	24.1	26.8	63	0	7	164	171
630	Su	0	0	1	23.8	26.3	65	12.998	34	82	116
631	Su	0	0	1	23.3	26.1	92	12.998	7205	11315	18520
632	Su	0	0	1	20.8	23.1	54	8.9981	30	74	104
633	Su	0	0	1	24.5	27.6	72	15.0013	8	58	66
634	Su	0	0	1	22.3	25.6	80	6.0032	45	79	124
635	Su	0	0	1	25.6	29.4	75	0	128	900	1028
636	Su	0	0	1	24.1	26.2	71	0	56	87	143
637	Su	0	0	1	19.3	23.7	40	6.0032	56	317	373
638	Su	0	1	1	19	21.3	55	0	6	12	18
639	Su	0	1	1	18.9	21.9	45	0	15	23	38
640	Su	0	1	1	19.8	23.9	78	15.0013	917	1707	2624
641	Su	0	1	1	25.7	30	60	15.0013	11	19	30
642	Su	0	1	1	26.9	29.9	50	15.0013	7	690	697
643	Su	0	1	1	23.7	26.6	90	19.9995	12	81	93
644	Su	0	1	1	20.8	24.5	65	12.998	37	90	127
645	Su	0	1	1	20.8	23.5	60	6.0032	417	2135	2552
646	Su	0	1	1	16.2	18.5	87	15.0013	2	7	9
650	Su	0	1	2	25.9	29.6	36	16.9979	194	1174	1368
651	Su	0	1	2	23.4	26	90	0	2	9	11
652	Su	0	1	2	25	28.5	98	6.0032	14	49	63
653	Su	0	1	1	28.5	32.7	87	7.0015	111	195	306
655	Su	0	1	1	21.9	25	67	7.0015	10	71	81
656	Su	0	1	2	20.1	24.7	54	8.9981	1	3	4
657	Su	0	1	2	21.6	23.3	86	8.9981	15	38	53
658	Su	0	1	1	18.4	21.6	42	8.9981	1	14	15
659	Su	0	1	1	19.8	24.9	82	8.9981	3	9	12
660	Su	0	1	1	19.7	23.1	66	12.998	7	19	26
661	Su	0	1	1	21.9	27.1	83	8.9981	116	466	582
662	Su	0	1	1	20.5	23.2	67	6.0032	2	329	331
663	Su	0	1	1	24.5	27.8	77	19.9995	60	586	646
664	Su	0	1	1	20.9	23.8	32	8.9981	10	17	27
665	Su	0	1	1	23.1	26.4	48	0	5	146	151
666	Su	0	1	1	18.6	23.5	72	12.998	10	52	62
667	Su	0	1	1	18.3	20.1	83	8.9981	5	8	13
668	Su	0	1	1	17.6	21.8	80	8.9981	2	10	12
669	Su	0	1	1	18.4	21.9	94	12.998	87	614	701
670	Su	0	1	2	26.5	29.6	81	16.9979	13	32	45
672	Su	0	1	1	22.3	24.5	58	12.998	3	12	15
673	Su	0	1	2	23.8	28.1	32	12.998	55	139	194
674	Su	0	1	1	20.3	24.8	38	11.0014	21	51	72
675	Su	0	1	2	20.6	24.2	74	12.998	21	47	68
676	Su	0	1	2	21.2	25.3	92	12.998	22	73	95
678	Su	0	1	2	21.7	26	46	12.998	19	134	153
679	Su	0	1	2	23.5	25.6	40	11.0014	4	34	38
680	Su	0	1	2	20.7	24.4	72	15.0013	455	2335	2790
681	Su	0	0	3	20.2	23.2	67	0	1	10	11
682	Su	0	0	2	20.6	22.3	64	6.0032	6	29	35
683	Su	0	0	2	21.7	24.1	68	8.9981	9	96	105
685	Su	0	0	2	22.7	25.3	75	12.998	12	56	68
686	Su	0	0	3	21.1	23.4	71	8.9981	157	497	654
687	Su	0	0	3	22.2	26.9	71	15.0013	12	723	735
688	Su	0	0	2	22	25.2	84	7.0015	25	39	64
689	Su	0	0	2	21.6	26.8	56	8.9981	23	56	79
690	Su	0	0	1	22.8	27	89	16.9979	3	6	9
691	Su	0	0	1	24.5	28	72	19.9995	94	157	251
692	Su	0	0	1	25.8	29.6	77	12.998	464	746	1210
693	Su	0	0	3	22.9	24.6	66	23.9994	242	558	800
694	Su	0	0	1	21.5	25.4	57	0	5	18	23
695	Su	0	0	1	22.8	28.3	87	0	7	27	34
696	Su	0	0	1	22.8	26.2	74	15.0013	51	169	220
697	Su	0	1	1	21.8	24.8	81	8.9981	1	2	3
698	Su	0	1	1	19.2	20.5	44	8.9981	7	17	24
699	Su	0	1	1	20.1	23.6	65	11.0014	2	10	12
700	Su	0	1	1	22.4	27.6	71	19.0012	167	311	478
702	Su	0	1	1	25.1	28.2	41	0	10	24	34
703	Su	0	1	2	22	26.5	53	0	6	19	25
704	Su	0	1	3	23.5	27.3	82	0	0	2	2
705	Su	0	1	2	21.3	24.4	77	19.9995	14	1087	1101
706	Su	0	1	3	21.9	24.6	46	16.9979	203	508	711
707	Su	0	1	2	23	27.1	80	27.9993	1	5	6
708	Su	0	1	2	23.8	27.7	96	22.0028	21	144	165
709	Su	0	1	2	20.1	24.3	81	19.0012	53	333	386
710	Su	0	1	2	21.2	23.1	80	15.0013	1	5	6
711	Su	0	1	2	21.4	25.8	55	16.9979	18	34	52
712	Su	0	1	3	22.2	25.4	78	19.9995	4	24	28
713	Su	0	1	1	22.1	26.4	68	12.998	460	2208	2668
714	Su	0	1	3	21.8	25.2	74	19.0012	1	23	24
715	Su	0	1	2	24.2	26.9	90	6.0032	2	6	8
716	Su	0	1	1	24.5	29.1	61	16.9979	5	29	34
717	Su	0	1	3	22.9	26.8	66	8.9981	16	43	59
718	Su	0	1	1	22.4	25	89	0	3	66	69
719	Su	0	1	1	20.2	24.7	88	0	75	112	187
720	Su	0	1	1	23.9	28.1	81	6.0032	2	38	40
721	Su	0	1	1	20	23.3	56	0	0	1	1
722	Su	0	1	2	23.5	25.9	56	7.0015	16	107	123
723	Su	0	1	3	21.9	24.7	52	12.998	58	200	258
724	Su	0	1	1	23.8	26.5	42	12.998	16	44	60
725	Su	0	1	1	21	24.5	94	19.0012	96	963	1059
726	Su	0	1	1	21.9	25.5	66	19.0012	540	1430	1970
727	Su	0	1	1	29	32.2	46	11.0014	36	70	106
728	Su	0	1	1	28.1	31.6	85	16.9979	6	25	31
729	Su	0	1	1	28.5	31.6	78	11.0014	0	1	1
730	Su	0	1	2	27.1	30.1	87	6.0032	6	50	56
731	Su	0	1	2	30.3	33.3	70	12.998	10	21	31
733	Su	0	1	3	33.5	38.7	73	26.0027	89	2976	3065
734	Su	0	1	2	30.2	34.1	59	11.0014	2	16	18
735	Su	0	1	1	30.3	34.2	97	19.0012	207	772	979
736	Su	0	1	1	31.1	36.9	70	23.9994	76	420	496
737	Su	0	1	1	28.6	32.4	43	0	12	111	123
738	Su	0	1	1	26.9	29.5	62	7.0015	2	5	7
739	Su	0	1	1	27	31.3	82	15.0013	38	71	109
740	Su	0	1	1	29	32.5	64	19.9995	19	38	57
741	Su	0	1	1	28.6	32.8	65	32.9975	8	13	21
742	Su	0	1	1	32.5	36.3	75	22.0028	94	214	308
743	Su	0	1	1	30	34.7	66	35.0008	4	2504	2508
744	Su	0	1	1	29	32.1	99	12.998	350	4750	5100
745	Su	0	1	1	28.9	32.5	99	12.998	134	398	532
746	Su	0	1	1	19.3	23.9	92	15.0013	0	1	1
747	Su	0	1	1	21.4	24.8	76	22.0028	3	9	12
748	Su	0	1	1	23.3	25.3	80	19.9995	37	1280	1317
749	Su	0	1	2	22.5	26.2	73	22.0028	10	39	49
750	Su	0	1	1	26.7	31	28	19.0012	43	234	277
751	Su	0	1	1	29.2	32.9	35	16.9979	15	41	56
752	Su	0	1	1	24.7	28.3	56	0	5	16	21
753	Su	0	0	1	20.8	25.1	52	7.0015	11	27	38
754	Su	0	0	1	22.3	26.4	89	0	70	270	340
755	Su	0	0	1	30.1	35.6	76	8.9981	80	272	352
756	Su	0	0	2	29.8	34.8	44	8.9981	10	32	42
757	Su	0	0	2	27.6	31.5	49	16.9979	11	378	389
758	Su	0	0	2	29.6	33.3	95	6.0032	18	136	154
759	Su	0	0	2	28.5	32.1	99	6.0032	40	1146	1186
760	Su	0	0	1	27.3	31.1	65	15.0013	85	232	317
761	Su	0	0	2	24.6	29.1	69	16.9979	0	1	1
762	Su	0	0	2	22.3	25.8	35	12.998	182	327	509
763	Su	0	0	1	26.7	32.2	58	7.0015	868	4664	5532
764	Su	0	0	1	28.8	33.3	48	11.0014	69	122	191
765	Su	0	0	1	29.9	33.8	52	0	65	112	177
766	Su	0	0	1	29.9	35.4	73	7.0015	27	1253	1280
768	Su	0	0	1	26.6	31	20	15.0013	36	713	749
769	Su	0	0	1	23.6	27.2	50	8.9981	6	19	25
770	Su	0	1	1	25.2	28.5	72	8.9981	0	2	2
771	Su	0	1	1	22.1	25.2	78	7.0015	43	205	248
772	Su	0	1	1	21.3	23.9	68	7.0015	1	2	3
773	Su	0	1	1	29.3	33.6	77	11.0014	38	485	523
774	Su	0	1	1	28.4	31	74	15.0013	2	14	16
777	Su	0	1	1	26.3	30.9	49	6.0032	29	245	274
778	Su	0	1	1	24.7	28.4	83	8.9981	3	28	31
779	Su	0	1	1	23.6	27	59	8.9981	455	845	1300
780	Su	0	1	2	27.2	30.8	94	8.9981	424	1754	2178
781	Su	0	1	2	29.4	34.5	10	15.0013	9	23	32
782	Su	0	1	2	31.5	34.7	79	12.998	6	17	23
783	Su	0	1	2	32.7	35.9	70	16.9979	8	39	47
784	Su	0	1	2	32.1	37.4	56	16.9979	3	16	19
785	Su	0	1	1	31.7	34.7	72	16.9979	83	854	937
786	Su	0	1	1	27.3	31.7	65	7.0015	1	5	6
788	Su	0	1	1	24.1	28.2	75	6.0032	7	50	57
789	Su	0	1	1	25.3	27.8	71	8.9981	4	155	159
790	Su	0	1	1	32.4	36.1	46	15.0013	12	18	30
791	Su	0	1	1	36.4	41.4	71	0	8	28	36
792	Su	0	1	1	38.3	41.9	76	11.0014	60	115	175
793	Su	0	1	1	36.8	40.3	70	15.0013	14	332	346
794	Su	0	1	1	37	37.9	85	15.0013	1133	1833	2966
795	Su	0	1	1	31.7	36.7	54	11.0014	82	131	213
796	Su	0	1	2	30.7	35.1	83	11.0014	0	1	1
797	Su	0	1	2	31.6	36.5	27	7.0015	247	416	663
799	Su	0	1	1	38.7	42	44	12.998	9	20	29
800	Su	0	1	2	34.3	40.9	83	22.0028	143	232	375
801	Su	0	1	1	26.4	28.6	77	11.0014	13	56	69
802	Su	0	1	1	33.7	37.6	71	15.0013	293	672	965
803	Su	0	1	1	31.5	36.4	81	7.0015	0	13	13
804	Su	0	1	1	29.8	34.5	60	16.9979	3	5	8
805	Su	0	1	1	29.4	33.1	58	11.0014	1	2	3
808	Su	0	0	1	31.3	37.2	100	12.998	3	41	44
809	Su	0	0	1	31.1	36.2	60	8.9981	84	1043	1127
810	Su	0	0	1	32.7	38.3	89	7.0015	260	1025	1285
811	Su	0	0	2	29.9	34.7	12	11.0014	246	741	987
812	Su	0	0	2	29.4	33.5	70	8.9981	4326	6950	11276
813	Su	0	0	1	28.2	31.8	31	16.9979	45	239	284
814	Su	0	0	1	27.3	30.3	37	15.0013	567	914	1481
815	Su	0	0	1	25.2	30	82	7.0015	4	173	177
816	Su	0	0	1	26.4	30.3	64	16.9979	57	864	921
817	Su	0	0	1	25.5	30.7	40	7.0015	6	12	18
818	Su	0	0	1	28.8	31	92	0	191	358	549
819	Su	0	0	1	29.4	33.1	87	7.0015	268	952	1220
820	Su	0	0	1	27.3	30.2	54	11.0014	111	733	844
821	Su	0	0	1	27.5	32.2	45	7.0015	117	196	313
822	Su	0	1	1	25.9	29.9	34	8.9981	1	4	5
823	Su	0	1	1	24	28.1	74	32.9975	2	12	14
824	Su	0	1	1	26.3	29.6	77	19.9995	1	10	11
826	Su	0	1	1	23.4	26.7	66	30.0026	7	18	25
827	Su	0	1	1	27.6	31.4	41	19.9995	11	36	47
828	Su	0	1	1	28.6	31.6	61	16.9979	23	107	130
829	Su	0	1	1	27.6	30.5	76	30.0026	81	556	637
830	Su	0	1	1	26.9	29.9	61	23.9994	8	353	361
831	Su	0	1	1	27	30	88	19.0012	432	1747	2179
832	Su	0	1	1	26	29.3	65	16.9979	0	2	2
833	Su	0	1	1	27.2	32	64	15.0013	26	83	109
834	Su	0	1	1	25	28.7	72	22.0028	2	6	8
835	Su	0	1	1	21.2	23.7	47	22.0028	6	20	26
836	Su	0	1	1	22.9	25.1	78	27.9993	49	374	423
837	Su	0	1	1	27.5	32	69	23.9994	17	55	72
838	Su	0	1	1	25.7	29.9	71	15.0013	131	858	989
839	Su	0	1	1	27.4	31.6	69	12.998	10	27	37
840	Su	0	1	1	24.8	27.5	81	22.0028	1	69	70
841	Su	0	1	1	26	28	34	23.9994	5	55	60
842	Su	0	1	1	21.1	26.5	74	15.0013	1	5	6
843	Su	0	1	1	18.4	22.5	88	19.0012	3	7	10
844	Su	0	1	1	20.8	24.8	68	16.9979	142	601	743
845	Su	0	1	1	22.2	24.1	69	8.9981	37	55	92
846	Su	0	1	1	27.5	29.7	73	0	47	132	179
847	Su	0	1	1	29.9	34.2	48	15.0013	28	127	155
848	Su	0	1	2	22	24.9	66	6.0032	1	17	18
849	Su	0	1	3	22.4	26.9	98	11.0014	2	24	26
850	Su	0	1	2	25.9	28.6	57	8.9981	193	2617	2810
851	Su	0	1	2	25.9	28.8	51	12.998	386	622	1008
852	Su	0	1	2	29	33.3	46	16.9979	215	396	611
853	Su	0	1	3	25.5	29.4	37	12.998	44	2326	2370
854	Su	0	1	1	26.1	29.4	85	15.0013	1	10	11
855	Su	0	1	1	22.6	26.3	83	8.9981	4	22	26
856	Su	0	1	1	22.9	25.6	47	7.0015	11	17	28
857	Su	0	1	1	25.2	28.6	59	7.0015	1	10	11
858	Su	0	1	1	22	26.4	74	0	0	1	1
859	Su	0	1	1	25	28.3	96	0	1	5	6
860	Su	0	1	1	26.9	31.1	81	16.9979	43	222	265
861	Su	0	1	1	25.9	30.9	44	7.0015	3	20	23
862	Su	0	1	1	26.9	30.3	80	6.0032	5	22	27
863	Su	0	1	1	26.5	29.5	80	8.9981	137	424	561
864	Su	0	0	1	25.8	28.4	52	8.9981	2	6	8
865	Su	0	0	1	24.3	26.2	64	6.0032	432	922	1354
866	Su	0	0	1	25.7	30.4	57	0	6	47	53
867	Su	0	0	1	26.8	29.4	43	6.0032	11	26	37
868	Su	0	0	1	30.2	33.2	33	12.998	81	236	317
869	Su	0	0	2	30.8	34.3	65	11.0014	81	250	331
870	Su	0	0	2	31.1	35.6	55	7.0015	276	1076	1352
871	Su	0	0	2	30.7	33.7	76	8.9981	23	37	60
872	Su	0	0	2	27.7	30.7	81	0	108	757	865
875	Su	0	0	1	27.8	32.1	39	15.0013	180	395	575
876	Fall	0	1	1	28.5	31.9	76	0	0	2	2
877	Fall	0	1	1	26.3	29	56	0	3	10	13
878	Fall	0	1	1	25.6	28.2	62	8.9981	43	95	138
879	Fall	0	1	1	27.5	31.2	92	7.0015	280	2226	2506
880	Fall	0	1	1	33	37.4	64	0	633	1195	1828
881	Fall	0	1	1	32.2	36.2	71	0	3	166	169
882	Fall	0	1	1	33.9	36.5	33	12.998	18	55	73
883	Fall	0	1	1	27.1	30.7	38	6.0032	67	155	222
884	Fall	0	0	1	28.6	33.7	60	6.0032	18	147	165
885	Fall	0	0	1	23.6	25.4	64	7.0015	23	117	140
886	Fall	0	0	1	27	30.4	66	0	13	43	56
887	Fall	0	0	1	33.1	36.7	54	6.0032	63	436	499
888	Fall	0	0	1	34.2	40.7	77	7.0015	1687	2944	4631
889	Fall	0	0	1	34.3	38.1	63	0	27	152	179
890	Fall	0	0	1	33.6	37.5	51	15.0013	97	164	261
891	Fall	0	0	1	35.7	39.2	29	15.0013	95	429	524
892	Fall	0	0	1	32	37	76	11.0014	95	238	333
893	Fall	0	0	1	31.7	36.5	54	19.0012	118	282	400
894	Fall	0	0	1	29.4	32.5	81	15.0013	37	170	207
895	Fall	0	0	3	25.5	31	90	12.998	54	109	163
896	Fall	0	0	1	27.3	31.1	32	16.9979	33	53	86
897	Fall	0	0	1	31.8	35.3	56	7.0015	610	3050	3660
898	Fall	0	0	2	27	31.6	53	12.998	147	244	391
899	Fall	1	0	1	26.1	30.5	38	6.0032	3	5	8
900	Fall	1	0	2	27.1	30.9	88	6.0032	0	2	2
901	Fall	1	0	2	30.4	34.6	75	6.0032	65	120	185
902	Fall	1	0	2	32.2	37.7	75	0	10	73	83
903	Fall	1	0	1	33	38.6	45	8.9981	16	116	132
904	Fall	1	0	2	33.9	37.7	41	11.0014	16	85	101
905	Fall	1	0	2	31.7	36.3	76	7.0015	28	75	103
906	Fall	1	0	2	31	33.8	64	8.9981	56	521	577
907	Fall	0	1	1	27.5	31.3	53	6.0032	0	14	14
908	Fall	0	1	1	27.8	29.7	45	6.0032	316	3383	3699
910	Fall	0	1	1	29.8	33.9	83	7.0015	1	13	14
911	Fall	0	1	1	32.7	37.8	66	7.0015	335	527	862
912	Fall	0	1	1	32.7	38.4	32	8.9981	147	2295	2442
913	Fall	0	1	1	30	35.3	88	12.998	19	48	67
914	Fall	0	1	1	29.5	33.6	92	8.9981	3	24	27
915	Fall	0	1	2	27.4	31.8	74	6.0032	1	4	5
916	Fall	0	1	1	26.4	28.9	32	6.0032	1	3	4
917	Fall	0	1	2	28.5	33.6	66	0	129	890	1019
918	Fall	0	1	3	27.3	31.5	56	6.0032	17	90	107
919	Fall	0	1	2	29.5	35.3	69	0	1290	2929	4219
920	Fall	0	1	1	31.7	37.5	49	15.0013	460	1434	1894
921	Fall	0	1	1	30.2	35.3	73	15.0013	140	2889	3029
